ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
E974,Masculino,19,Preto,Ensino Superior,MA,,Compras,Analista Pleno
411D,Masculino,31,Branco,Ensino Superior,RS,8,Recursos Humanos,Analista Junior
876D,Masculino,35,Pardo,Doutorado,RS,4,Administrativo,Analista Junior
CB89,Feminino,27,Pardo,Ensino Superior,CE,,Contabilidade,Gerente
A4A2,Feminino,34,Branco,Pos graduacao,SP,8,Contabilidade,Analista Pleno
F39E,Masculino,23,Preto,Ensino Superior,RS,7,TI,Analista Junior
63E7,Feminino,47,Preto,Ensino Superior,MA,1,Marketing,Analista Junior
D712,Masculino,33,Pardo,Ensino Superior,RJ,6,Administrativo,Analista Junior
5096,Feminino,25,Branco,Ensino Superior,RR,11,Operacoes,Analista Junior
1016,Feminino,22,Branco,Mestrado,CE,8,TI,Analista Pleno
601F,Masculino,24,Pardo,Pos graduacao,AM,6,Vendas,Analista Pleno
6766,Masculino,36,Branco,Ensino Superior,PA,7,Vendas,Analista Junior
B384,Masculino,39,Branco,Mestrado,RO,6,TI,Analista Senior
9D54,Feminino,22,Preto,Ensino Superior,ES,,Contabilidade,Gerente
605E,Feminino,19,Branco,Mestrado,SC,,Desenvolvimento de Produtos,Analista Junior
1F35,Masculino,33,Pardo,Ensino Superior,RJ,3,Compras,Analista Junior
0DD2,Masculino,26,Pardo,Ensino Superior,PR,2,Operacoes,Analista Junior
CB68,Masculino,32,Pardo,Pos graduacao,AP,5,Compras,Analista Junior
D970,Masculino,20,Pardo,Ensino Superior,PR,2,Operacoes,Analista Junior
6982,Feminino,27,Branco,Ensino Superior,CE,7,Desenvolvimento de Produtos,Analista Junior
D5CC,Masculino,28,Branco,Pos graduacao,BA,9,Desenvolvimento de Produtos,Analista Pleno
7772,Masculino,18,Branco,Ensino Superior,PI,,TI,Analista Pleno
296D,Masculino,25,Pardo,Ensino Superior,RJ,,Compras,Analista Senior
A11B,Masculino,35,Pardo,Mestrado,RJ,10,Desenvolvimento de Produtos,Analista Pleno
3A66,Feminino,24,Pardo,Ensino Superior,RJ,6,Administrativo,Gerente
0960,Feminino,35,Branco,Pos graduacao,MT,7,Desenvolvimento de Produtos,Analista Junior
C868,Feminino,27,Pardo,Ensino Superior,AM,0,Marketing,Analista Pleno
8AF4,Masculino,24,Branco,Pos graduacao,AC,9,Administrativo,Analista Junior
3873,Feminino,24,Branco,Doutorado,TO,6,Vendas,Gerente
50BD,Masculino,20,Branco,Ensino Superior,MS,4,TI,Analista Pleno
B1B5,Masculino,29,Pardo,Ensino Superior,SE,4,Desenvolvimento de Produtos,Gerente
5E6F,Feminino,18,Branco,Ensino Superior,MA,4,Marketing,Analista Junior
1708,Masculino,18,Branco,Ensino Superior,MG,,Administrativo,Estagiario
3180,Masculino,32,Branco,Pos graduacao,SE,0,Vendas,Estagiario
ABDA,Masculino,42,Branco,Ensino Superior,MG,8,Contabilidade,Analista Pleno
094C,Feminino,18,Branco,Ensino Superior,RJ,3,Desenvolvimento de Produtos,Analista Senior
9159,Masculino,24,Pardo,Ensino Superior,RJ,6,Marketing,Analista Pleno
2D89,Masculino,41,Pardo,Ensino Superior,PR,4,Contabilidade,Gerente
D97B,Feminino,39,Pardo,Ensino Superior,RN,6,TI,Analista Junior
5F06,Masculino,37,Pardo,Ensino Superior,SC,10,Desenvolvimento de Produtos,Analista Junior
625E,Feminino,38,Branco,Ensino Superior,SP,0,Operacoes,Analista Pleno
BCCB,Masculino,22,Branco,Mestrado,RJ,6,Marketing,Gerente
70BC,Masculino,28,Branco,Ensino Superior,RS,4,TI,Gerente
A10A,Masculino,26,Branco,Ensino Medio,RR,2,TI,Analista Pleno
79B9,Masculino,22,Pardo,Ensino Superior,SC,6,Vendas,Gerente
510B,Feminino,37,Branco,Ensino Superior,PB,0,Operacoes,Analista Junior
674C,Masculino,24,Preto,Ensino Superior,RJ,8,Marketing,Analista Junior
FFD1,Feminino,26,Branco,Pos graduacao,PB,11,Administrativo,Analista Pleno
032B,Feminino,32,Pardo,Mestrado,PA,8,Marketing,Gerente
7CD8,Masculino,52,Pardo,Ensino Superior,RJ,7,Recursos Humanos,Analista Junior
4516,Feminino,38,Preto,Ensino Medio,SP,9,Vendas,Analista Junior
DAE1,Masculino,37,Pardo,Mestrado,SP,1,Compras,Analista Pleno
B68D,Masculino,38,Pardo,Ensino Superior,AC,8,Administrativo,Analista Pleno
9DE9,Masculino,22,Branco,Ensino Superior,PR,7,Administrativo,Analista Senior
F72B,Masculino,19,Branco,Ensino Superior,AL,2,Operacoes,Analista Junior
844B,Masculino,10,Branco,Não informado,PE,,Marketing,Analista Senior
CCAC,Feminino,30,Preto,Ensino Superior,RJ,9,Administrativo,Analista Junior
8E31,Masculino,26,Pardo,Pos graduacao,RN,7,Recursos Humanos,Analista Pleno
3195,Masculino,21,Branco,Ensino Superior,PB,,Administrativo,Analista Junior
EF29,Masculino,22,Branco,Ensino Superior,PA,5,TI,Analista Junior
5984,Feminino,33,Branco,Ensino Superior,MG,5,Contabilidade,Analista Senior
1F81,Masculino,36,Pardo,Doutorado,MG,7,Compras,Analista Pleno
3B3A,Masculino,22,Pardo,Ensino Superior,SP,8,Compras,Analista Pleno
1E44,Feminino,23,Pardo,Mestrado,AC,6,Marketing,Gerente
9860,Masculino,23,Pardo,Ensino Superior,SE,2,Operacoes,Analista Junior
0CF0,Masculino,23,Indigena,Ensino Superior,RJ,2,Marketing,Analista Senior
4926,Masculino,29,Branco,Ensino Superior,GO,5,Contabilidade,Gerente
C900,Feminino,36,Pardo,Pos graduacao,CE,9,Compras,Analista Senior
086F,Masculino,27,Pardo,Doutorado,RJ,2,Recursos Humanos,Analista Junior
F8C3,Feminino,28,Pardo,Doutorado,RS,2,Operacoes,Analista Senior
3B25,Feminino,25,Branco,Ensino Medio,MS,5,Compras,Analista Junior
91E2,Masculino,23,Pardo,Ensino Superior,MG,6,Operacoes,Analista Pleno
36C9,Masculino,35,Pardo,Ensino Superior,RJ,2,Marketing,Analista Pleno
BC49,Masculino,31,Pardo,Pos graduacao,RS,10,Recursos Humanos,Analista Junior
1E68,Masculino,31,Pardo,Ensino Medio,AM,2,Operacoes,Analista Junior
A6C2,Masculino,28,Pardo,Ensino Superior,SP,0,Contabilidade,Analista Pleno
706A,Masculino,28,Pardo,Doutorado,RS,6,TI,Gerente
87A9,Masculino,18,Pardo,Ensino Superior,GO,,Vendas,Analista Pleno
107D,Masculino,35,Branco,Ensino Superior,PA,10,TI,Analista Junior
0891,Feminino,49,Branco,Pos graduacao,PE,11,Operacoes,Analista Pleno
FCD4,Feminino,31,Branco,Mestrado,MA,2,Desenvolvimento de Produtos,Analista Pleno
74E8,Masculino,32,Pardo,Ensino Superior,PI,7,Recursos Humanos,Analista Junior
3E00,Masculino,27,Branco,Ensino Superior,SE,12,Desenvolvimento de Produtos,Analista Junior
71A4,Masculino,21,Branco,Pos graduacao,RS,,Compras,Analista Senior
C413,Masculino,45,Pardo,Doutorado,AL,8,Desenvolvimento de Produtos,Analista Senior
245F,Masculino,40,Pardo,Mestrado,SC,9,Marketing,Analista Senior
605D,Masculino,24,Pardo,Pos graduacao,SP,8,Desenvolvimento de Produtos,Gerente
7C43,Masculino,37,Pardo,Ensino Superior,SP,5,Operacoes,Analista Junior
08BA,Masculino,41,Branco,Ensino Superior,PA,6,Marketing,Analista Pleno
E2F8,Masculino,37,Branco,Pos graduacao,CE,1,Marketing,Estagiario
3607,Masculino,33,Branco,Ensino Medio,SE,9,Marketing,Analista Pleno
6A56,Feminino,29,Branco,Ensino Superior,MS,8,Desenvolvimento de Produtos,Analista Pleno
F781,Masculino,35,Pardo,Pos graduacao,SE,0,Desenvolvimento de Produtos,Analista Junior
3136,Masculino,26,Branco,Ensino Superior,BA,10,Recursos Humanos,Analista Pleno
34D8,Masculino,18,Pardo,Ensino Superior,PI,,Compras,Gerente
FD62,Feminino,19,Pardo,Ensino Superior,MA,5,Compras,Analista Junior
62B2,Masculino,23,Pardo,Mestrado,AM,2,TI,Analista Junior
B79A,Feminino,26,Preto,Pos graduacao,PE,6,TI,Analista Junior
5064,Masculino,24,Pardo,Doutorado,MS,7,Administrativo,Gerente
4D50,Masculino,23,Pardo,Ensino Superior,MA,5,Operacoes,Analista Senior
CE1B,Masculino,23,Preto,Mestrado,PI,3,TI,Analista Pleno
7778,Masculino,34,Branco,Ensino Superior,SC,9,Administrativo,Analista Senior
BA61,Masculino,25,Pardo,Ensino Superior,SP,2,Recursos Humanos,Analista Junior
76F8,Masculino,35,Pardo,Ensino Medio,RS,2,Operacoes,Analista Junior
2BC0,Masculino,31,Branco,Ensino Superior,SP,7,Recursos Humanos,Analista Pleno
4AA2,Feminino,21,Pardo,Ensino Superior,SC,6,Contabilidade,Analista Junior
8EDF,Masculino,20,Pardo,Mestrado,ES,4,Desenvolvimento de Produtos,Analista Senior
B428,Masculino,36,Branco,Doutorado,SP,2,Compras,Analista Junior
E594,Masculino,32,Pardo,Ensino Superior,CE,9,TI,Analista Junior
8E2A,Masculino,55,Pardo,Mestrado,SC,2,Compras,Analista Pleno
2354,Masculino,45,Branco,Ensino Superior,RJ,8,Desenvolvimento de Produtos,Analista Junior
F57E,Masculino,35,Pardo,Ensino Superior,MG,9,TI,Gerente
3448,Feminino,21,Preto,Mestrado,SC,,Marketing,Gerente
4C39,Masculino,28,Pardo,Pos graduacao,RJ,3,Desenvolvimento de Produtos,Analista Pleno
A6FC,Feminino,38,Preto,Mestrado,RS,3,Administrativo,Gerente
B1E7,Masculino,37,Branco,Ensino Superior,SP,9,Recursos Humanos,Analista Junior
4249,Masculino,28,Pardo,Ensino Superior,PI,9,Contabilidade,Gerente
BE03,Masculino,22,Branco,Ensino Superior,RS,5,Administrativo,Analista Senior
D41E,Masculino,24,Preto,Pos graduacao,RJ,8,TI,Analista Junior
907F,Masculino,20,Pardo,Ensino Superior,AP,0,Compras,Analista Pleno
94EF,Masculino,37,Branco,Ensino Superior,PE,4,Recursos Humanos,Gerente
5FA4,Masculino,24,Branco,Pos graduacao,RR,2,TI,Analista Pleno
791A,Masculino,19,Branco,Pos graduacao,TO,1,Vendas,Analista Junior
511F,Masculino,41,Pardo,Doutorado,RJ,,Compras,Analista Junior
F2C8,Masculino,38,Branco,Ensino Superior,DF,6,Contabilidade,Analista Senior
1516,Masculino,18,Pardo,Ensino Superior,MA,4,Desenvolvimento de Produtos,Analista Junior
762C,Masculino,22,Branco,Pos graduacao,RR,8,Compras,Analista Pleno
D835,Masculino,21,Pardo,Ensino Superior,AM,1,TI,Analista Junior
3F24,Masculino,33,Pardo,Ensino Superior,GO,1,Contabilidade,Estagiario
9626,Masculino,31,Pardo,Ensino Superior,RJ,5,Administrativo,Analista Pleno
0002,Feminino,38,Preto,Pos graduacao,MS,6,Administrativo,Analista Pleno
C546,Feminino,32,Branco,Doutorado,RJ,9,Vendas,Analista Junior
E4CC,Feminino,38,Branco,Ensino Superior,RJ,7,Operacoes,Analista Senior
AD82,Masculino,23,Pardo,Ensino Superior,SP,3,Desenvolvimento de Produtos,Analista Senior
C862,Feminino,42,Branco,Ensino Medio,PB,8,Desenvolvimento de Produtos,Analista Junior
CE27,Masculino,23,Pardo,Ensino Superior,SP,8,Operacoes,Gerente
4E0D,Masculino,30,Branco,Mestrado,RR,7,Contabilidade,Analista Senior
578F,Masculino,33,Branco,Mestrado,SC,6,Compras,Analista Junior
584B,Masculino,34,Branco,Ensino Superior,RJ,2,TI,Analista Junior
6750,Masculino,19,Branco,Ensino Medio,RJ,5,Compras,Analista Pleno
9751,Masculino,22,Pardo,Mestrado,AP,,Compras,Estagiario
CADF,Masculino,19,Pardo,Doutorado,RJ,,Compras,Gerente
F134,Feminino,57,Preto,Ensino Superior,GO,6,Contabilidade,Analista Pleno
426E,Masculino,42,Pardo,Mestrado,PR,2,Recursos Humanos,Gerente
D2D7,Masculino,30,Branco,Pos graduacao,RS,,Administrativo,Gerente
B20C,Masculino,38,Branco,Mestrado,RR,6,Vendas,Analista Senior
790F,Feminino,22,Branco,Mestrado,PB,7,Administrativo,Analista Junior
34C0,Feminino,41,Branco,Ensino Superior,MG,8,Vendas,Analista Pleno
F957,Masculino,20,Pardo,Ensino Superior,PA,2,Recursos Humanos,Estagiario
1EBE,Feminino,39,Pardo,Doutorado,BA,10,Operacoes,Analista Pleno
66BD,Masculino,37,Preto,Ensino Superior,BA,8,Desenvolvimento de Produtos,Analista Pleno
5727,Masculino,38,Branco,Ensino Superior,DF,8,Operacoes,Analista Junior
A24D,Feminino,49,Pardo,Ensino Superior,SC,7,Compras,Analista Senior
F254,Masculino,47,Branco,Ensino Superior,MS,4,Contabilidade,Analista Senior
0F1C,Feminino,22,Branco,Pos graduacao,PR,4,Contabilidade,Analista Senior
7654,Masculino,32,Amarelo,Ensino Superior,DF,9,Vendas,Analista Pleno
79C2,Feminino,28,Preto,Ensino Superior,RJ,5,Administrativo,Analista Pleno
18E9,Feminino,29,Branco,Mestrado,RJ,0,Compras,Analista Junior
1754,Feminino,36,Pardo,Ensino Superior,PR,3,Marketing,Analista Senior
2EE9,Masculino,33,Branco,Pos graduacao,RO,14,Desenvolvimento de Produtos,Gerente
19C6,Feminino,22,Pardo,Pos graduacao,CE,7,Desenvolvimento de Produtos,Analista Junior
B249,Feminino,21,Pardo,Ensino Superior,RS,,Marketing,Analista Junior
8306,Feminino,28,Branco,Ensino Superior,PA,0,Desenvolvimento de Produtos,Analista Pleno
D285,Masculino,46,Pardo,Ensino Superior,SE,9,Operacoes,Analista Junior
F6DD,Masculino,30,Branco,Ensino Superior,MG,6,Contabilidade,Analista Senior
4AE8,Masculino,21,Branco,Ensino Superior,BA,,Compras,Analista Junior
D71E,Masculino,39,Branco,Ensino Superior,RO,5,Operacoes,Analista Pleno
E0AD,Masculino,20,Preto,Doutorado,RJ,6,Vendas,Analista Pleno
3C66,Masculino,20,Branco,Ensino Superior,PI,1,Marketing,Analista Junior
79C0,Masculino,37,Pardo,Ensino Superior,RJ,5,TI,Analista Junior
0DA7,Masculino,18,Pardo,Pos graduacao,DF,,Vendas,Analista Pleno
88BE,Masculino,33,Pardo,Mestrado,MT,9,Vendas,Analista Senior
FF36,Feminino,31,Branco,Ensino Medio,DF,7,Vendas,Analista Junior
23B9,Masculino,44,Branco,Ensino Superior,PR,6,Contabilidade,Analista Junior
409D,Feminino,21,Pardo,Pos graduacao,DF,3,Desenvolvimento de Produtos,Analista Junior
8943,Feminino,34,Pardo,Ensino Superior,RO,3,Contabilidade,Analista Senior
9D5E,Masculino,20,Branco,Ensino Superior,AP,6,Compras,Analista Senior
566B,Masculino,46,Pardo,Pos graduacao,PE,6,Compras,Analista Junior
9E7D,Masculino,38,Pardo,Ensino Superior,MG,2,Administrativo,Analista Senior
EF8D,Masculino,33,Branco,Mestrado,RS,5,Contabilidade,Analista Junior
C5BB,Masculino,42,Pardo,Ensino Superior,AL,3,Contabilidade,Analista Junior
D58E,Masculino,18,Branco,Ensino Medio,CE,,Compras,Analista Junior
1528,Masculino,24,Pardo,Mestrado,RJ,3,Contabilidade,Analista Pleno
14B4,Feminino,21,Pardo,Pos graduacao,MG,3,Administrativo,Gerente
946E,Masculino,35,Pardo,Pos graduacao,RS,5,Vendas,Gerente
82E4,Feminino,21,Branco,Ensino Superior,MA,1,Marketing,Gerente
E579,Masculino,36,Branco,Ensino Superior,RS,13,TI,Gerente
CDDB,Masculino,30,Pardo,Ensino Superior,RO,6,Desenvolvimento de Produtos,Analista Pleno
7DEF,Masculino,31,Pardo,Ensino Superior,MS,5,Vendas,Gerente
C449,Masculino,20,Pardo,Ensino Superior,MG,4,TI,Analista Junior
DAEB,Feminino,43,Pardo,Ensino Superior,MG,5,Desenvolvimento de Produtos,Gerente
A0AF,Masculino,,Pardo,Doutorado,RJ,2,Administrativo,Estagiario
2AEB,Masculino,28,Branco,Pos graduacao,PR,13,Contabilidade,Analista Junior
8AD6,Masculino,45,Pardo,Doutorado,RJ,2,Vendas,Analista Pleno
093C,Masculino,33,Branco,Pos graduacao,BA,2,TI,Analista Senior
021A,Masculino,23,Pardo,Doutorado,RR,2,Operacoes,Analista Senior
CFCB,Masculino,21,Preto,Ensino Superior,SP,3,Administrativo,Analista Junior
1574,Feminino,40,Preto,Ensino Superior,RJ,5,TI,Analista Junior
E125,Masculino,20,Pardo,Ensino Superior,MG,,Compras,Analista Senior
BCC8,Masculino,18,Branco,Ensino Superior,SC,2,Marketing,Analista Junior
0257,Masculino,23,Pardo,Ensino Superior,RJ,8,Recursos Humanos,Analista Junior
C16F,Masculino,26,Pardo,Pos graduacao,PR,6,TI,Analista Junior
EB73,Masculino,31,Pardo,Pos graduacao,RJ,8,Contabilidade,Analista Junior
5DD5,Masculino,29,Pardo,Pos graduacao,SP,12,Compras,Gerente
13D2,Masculino,34,Branco,Ensino Superior,RJ,5,TI,Analista Senior
E54F,Feminino,27,Pardo,Ensino Superior,PI,8,Contabilidade,Analista Senior
A319,Feminino,38,Pardo,Ensino Superior,MG,1,Desenvolvimento de Produtos,Analista Junior
1499,Masculino,22,Pardo,Ensino Superior,PR,7,Vendas,Analista Senior
1DD4,Masculino,52,Branco,Ensino Superior,SP,,Administrativo,Analista Senior
5DBD,Masculino,33,Pardo,Doutorado,GO,7,Recursos Humanos,Analista Junior
4E21,Masculino,23,Pardo,Ensino Medio,AM,0,Operacoes,Analista Pleno
508A,Feminino,19,Pardo,Ensino Superior,PA,,Compras,Analista Senior
97EC,Masculino,18,Pardo,Ensino Superior,PA,,Compras,Analista Senior
4226,Masculino,22,Branco,Ensino Superior,RS,5,Compras,Gerente
2826,Masculino,32,Branco,Pos graduacao,SP,6,TI,Analista Junior
01B9,Masculino,33,Branco,Ensino Superior,MA,5,Compras,Analista Junior
F95A,Masculino,35,Branco,Mestrado,SC,3,Administrativo,Analista Pleno
5914,Feminino,32,Pardo,Pos graduacao,MT,8,Vendas,Analista Junior
2588,Masculino,35,Pardo,Ensino Superior,MG,0,Administrativo,Analista Junior
280D,Masculino,32,Pardo,Ensino Superior,MG,12,TI,Analista Junior
506B,Masculino,25,Pardo,Ensino Superior,SC,7,Marketing,Analista Junior
A13C,Feminino,31,Pardo,Ensino Superior,BA,0,Compras,Gerente
FA1C,Masculino,26,Pardo,Doutorado,RJ,5,Desenvolvimento de Produtos,Analista Senior
6D0B,Masculino,23,Branco,Ensino Superior,SP,9,Recursos Humanos,Analista Senior
8621,Feminino,34,Pardo,Mestrado,BA,2,Recursos Humanos,Gerente
70D0,Masculino,20,Pardo,Ensino Superior,SP,,Compras,Analista Pleno
E315,Masculino,43,Branco,Ensino Superior,MG,7,Recursos Humanos,Analista Senior
B4E9,Masculino,29,Pardo,Ensino Superior,SC,8,TI,Gerente
B4B4,Feminino,26,Branco,Pos graduacao,RO,3,Contabilidade,Analista Pleno
7D3D,Feminino,41,Pardo,Doutorado,MG,6,Operacoes,Analista Junior
5C9B,Feminino,28,Pardo,Ensino Superior,PA,,Desenvolvimento de Produtos,Analista Junior
17B5,Masculino,12,Preto,Ensino Superior,CE,,Marketing,Analista Pleno
72C5,Feminino,29,Pardo,Ensino Superior,CE,6,Recursos Humanos,Analista Pleno
A407,Masculino,,Pardo,Pos graduacao,SP,11,Desenvolvimento de Produtos,Analista Pleno
32D7,Masculino,21,Branco,Pos graduacao,MA,3,Vendas,Analista Junior
32F2,Feminino,41,Preto,Ensino Superior,SP,3,Contabilidade,Analista Pleno
432F,Masculino,28,Branco,Ensino Superior,PR,8,Compras,Analista Junior
2C09,Masculino,38,Branco,Ensino Superior,RO,9,Vendas,Analista Junior
459C,Feminino,30,Branco,Ensino Superior,MS,3,Vendas,Analista Pleno
5D2B,Masculino,36,Branco,Ensino Superior,DF,7,Recursos Humanos,Analista Senior
C05E,Masculino,28,Branco,Ensino Superior,RO,5,Recursos Humanos,Analista Junior
BF29,Masculino,25,Branco,Ensino Superior,MT,,Operacoes,Analista Pleno
1089,Feminino,38,Branco,Ensino Superior,RS,3,Compras,Analista Pleno
341E,Feminino,36,Branco,Mestrado,MA,1,Operacoes,Analista Pleno
19FF,Masculino,50,Branco,Ensino Superior,SP,4,Desenvolvimento de Produtos,Analista Pleno
7D75,Masculino,24,Pardo,Ensino Superior,PR,7,Contabilidade,Analista Senior
9F92,Masculino,25,Pardo,Ensino Superior,PA,6,Operacoes,Analista Pleno
AEE0,Feminino,33,Pardo,Mestrado,PB,6,Marketing,Analista Pleno
E90D,Masculino,28,Branco,Ensino Medio,SP,5,TI,Analista Senior
944E,Feminino,27,Pardo,Doutorado,SE,6,Compras,Analista Junior
DBD3,Masculino,20,Branco,Ensino Superior,PE,3,TI,Diretor
6B66,Masculino,34,Branco,Ensino Superior,SC,0,Administrativo,Analista Pleno
FE37,Masculino,34,Pardo,Ensino Superior,MA,4,Marketing,Diretor
5EE1,Masculino,23,Pardo,Mestrado,MG,,Administrativo,Analista Junior
F6CC,Feminino,35,Branco,Ensino Superior,PB,5,Desenvolvimento de Produtos,Analista Senior
A884,Masculino,30,Indigena,Ensino Superior,MA,2,Contabilidade,Analista Junior
78B7,Feminino,37,Pardo,Ensino Superior,PE,7,Desenvolvimento de Produtos,Gerente
CE50,Masculino,10,Branco,Não informado,PB,,Recursos Humanos,Estagiario
7E18,Masculino,36,Branco,Ensino Superior,MG,4,Marketing,Analista Pleno
6298,Masculino,22,Pardo,Doutorado,MG,5,Marketing,Analista Senior
F144,Masculino,22,Branco,Doutorado,TO,4,Desenvolvimento de Produtos,Analista Pleno
7D50,Masculino,35,Pardo,Ensino Medio,MG,4,Desenvolvimento de Produtos,Gerente
221F,Feminino,18,Pardo,Ensino Superior,SC,2,Contabilidade,Analista Junior
CFBD,Feminino,55,Branco,Ensino Superior,CE,6,TI,Analista Senior
8821,Masculino,29,Pardo,Ensino Superior,DF,2,Contabilidade,Analista Senior
72B4,Masculino,26,Pardo,Mestrado,PR,6,Compras,Analista Junior
2149,Masculino,26,Pardo,Ensino Superior,SP,5,Marketing,Analista Senior
FE9C,Masculino,25,Branco,Ensino Superior,TO,7,Administrativo,Analista Pleno
449A,Feminino,34,Branco,Ensino Superior,MG,12,Operacoes,Analista Junior
B949,Masculino,40,Pardo,Ensino Superior,RO,8,Administrativo,Analista Senior
18F6,Masculino,18,Pardo,Mestrado,PR,,Vendas,Analista Junior
D814,Masculino,45,Pardo,Ensino Superior,SP,8,Vendas,Diretor
BDC6,Masculino,31,Pardo,Mestrado,PE,9,Vendas,Analista Pleno
9A8F,Feminino,21,Amarelo,Ensino Superior,AM,,Contabilidade,Analista Senior
13C6,Masculino,35,Branco,Ensino Superior,MT,5,Recursos Humanos,Analista Junior
2713,Masculino,29,Preto,Ensino Superior,SP,7,Contabilidade,Analista Senior
DDA9,Masculino,51,Branco,Ensino Superior,MG,5,Administrativo,Analista Senior
A864,Masculino,32,Pardo,Ensino Superior,MG,2,Operacoes,Gerente
EF2B,Masculino,32,Branco,Ensino Superior,AM,4,Operacoes,Analista Pleno
A2BB,Masculino,31,Preto,Ensino Superior,RS,8,Administrativo,Analista Junior
BE05,Masculino,32,Pardo,Pos graduacao,AC,4,Contabilidade,Analista Junior
2AA1,Masculino,26,Branco,Ensino Superior,RO,5,Contabilidade,Analista Senior
E566,Masculino,37,Pardo,Ensino Superior,RS,3,TI,Analista Senior
915A,Masculino,31,Preto,Ensino Medio,MA,7,Marketing,Analista Pleno
0F9B,Masculino,18,Pardo,Ensino Superior,PR,,Recursos Humanos,Analista Junior
B386,Masculino,34,Pardo,Mestrado,RO,6,Contabilidade,Analista Senior
0477,Masculino,22,Pardo,Mestrado,TO,,Vendas,Analista Pleno
71DE,Masculino,24,Pardo,Ensino Superior,AL,1,Desenvolvimento de Produtos,Gerente
C5BA,Masculino,18,Pardo,Pos graduacao,DF,,Desenvolvimento de Produtos,Gerente
5398,Masculino,28,Branco,Doutorado,AP,8,Administrativo,Analista Senior
AB7F,Masculino,42,Pardo,Ensino Superior,MG,12,Compras,Analista Senior
72BA,Masculino,38,Branco,Pos graduacao,AP,6,Compras,Analista Pleno
C972,Feminino,20,Pardo,Ensino Superior,PR,,Recursos Humanos,Gerente
4039,Feminino,38,Pardo,Ensino Superior,PB,5,Marketing,Analista Junior
D454,Masculino,20,Pardo,Pos graduacao,TO,,Administrativo,Gerente
9DFC,Masculino,38,Pardo,Ensino Superior,SP,1,Compras,Analista Pleno
BF21,Masculino,21,Preto,Ensino Superior,MS,7,Marketing,Analista Junior
CD4D,Feminino,31,Preto,Ensino Superior,MG,7,Operacoes,Analista Senior
23E2,Masculino,23,Branco,Ensino Superior,RJ,5,Vendas,Analista Senior
EC9D,Feminino,38,Pardo,Mestrado,SP,3,Compras,Analista Junior
6619,Feminino,21,Pardo,Pos graduacao,AP,7,Compras,Analista Junior
0D31,Masculino,25,Branco,Ensino Medio,MG,1,Recursos Humanos,Gerente
5125,Feminino,49,Pardo,Ensino Superior,BA,2,Vendas,Analista Pleno
2D2F,Masculino,27,Pardo,Pos graduacao,MG,3,Desenvolvimento de Produtos,Analista Junior
53DA,Masculino,29,Branco,Ensino Superior,RJ,7,Compras,Analista Junior
807B,Feminino,29,Pardo,Ensino Superior,MS,11,Contabilidade,Analista Junior
9C0F,Masculino,34,Preto,Ensino Medio,CE,9,Recursos Humanos,Gerente
A54B,Feminino,41,Branco,Ensino Superior,PR,2,TI,Analista Junior
8394,Masculino,18,Pardo,Ensino Superior,RO,,Desenvolvimento de Produtos,Estagiario
179D,Feminino,25,Pardo,Ensino Superior,MG,8,Marketing,Analista Pleno
176F,Masculino,46,Pardo,Ensino Superior,PB,4,Desenvolvimento de Produtos,Analista Junior
E4A0,Feminino,19,Pardo,Ensino Superior,SP,4,Contabilidade,Analista Junior
8067,Feminino,30,Branco,Ensino Superior,SC,7,Desenvolvimento de Produtos,Analista Junior
8065,Feminino,23,Pardo,Ensino Superior,PB,6,Desenvolvimento de Produtos,Analista Junior
6B27,Feminino,20,Pardo,Ensino Superior,CE,,Vendas,Estagiario
99E4,Masculino,22,Pardo,Ensino Superior,MG,7,Administrativo,Analista Junior
8586,Masculino,29,Branco,Ensino Superior,BA,8,Administrativo,Analista Junior
71EC,Masculino,26,Branco,Pos graduacao,AL,0,Desenvolvimento de Produtos,Gerente
3EB8,Masculino,20,Pardo,Ensino Superior,CE,,Marketing,Analista Senior
5F23,Masculino,49,Pardo,Ensino Superior,PA,8,Operacoes,Analista Junior
6B1C,Masculino,26,Branco,Pos graduacao,MG,8,TI,Analista Pleno
2268,Masculino,33,Pardo,Doutorado,SC,8,Compras,Analista Senior
8F7E,Masculino,32,Branco,Mestrado,AC,4,Vendas,Analista Junior
E429,Masculino,25,Pardo,Ensino Superior,MG,8,Desenvolvimento de Produtos,Analista Pleno
5DFD,Feminino,20,Pardo,Ensino Superior,PA,,Operacoes,Analista Junior
1261,Masculino,32,Pardo,Pos graduacao,SP,5,Desenvolvimento de Produtos,Analista Pleno
702B,Masculino,25,Pardo,Ensino Superior,SC,11,Desenvolvimento de Produtos,Analista Junior
D8D6,Masculino,38,Preto,Ensino Superior,PI,10,Desenvolvimento de Produtos,Analista Junior
52F0,Masculino,28,Pardo,Ensino Superior,BA,4,Desenvolvimento de Produtos,Analista Pleno
6C98,Masculino,38,Pardo,Ensino Superior,GO,3,TI,Analista Pleno
0BAF,Feminino,27,Pardo,Mestrado,PI,11,Contabilidade,Analista Junior
C403,Masculino,40,Branco,Ensino Superior,TO,5,Marketing,Gerente
42AA,Masculino,42,Branco,Ensino Superior,SP,2,Marketing,Analista Junior
19E4,Masculino,32,Branco,Ensino Superior,MG,7,Administrativo,Analista Pleno
000D,Feminino,32,Branco,Ensino Superior,RJ,7,Administrativo,Gerente
