,ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
833,1D80,Masculino,20,Pardo,Ensino Superior,PA,0,Operacoes,Analista Junior
834,5D22,Masculino,20,Branco,Doutorado,SP,,Vendas,Analista Junior
835,2E2E,Masculino,33,Pardo,Ensino Superior,SC,10,Contabilidade,Estagiario
836,53C4,Masculino,18,Branco,Ensino Superior,AP,,Contabilidade,Analista Senior
837,217D,Masculino,27,Branco,Ensino Superior,PE,8,Operacoes,Analista Senior
838,6501,Masculino,32,Pardo,Pos graduacao,PE,,TI,Analista Junior
839,EF5E,Masculino,31,Pardo,Mestrado,RS,5,Operacoes,Analista Junior
840,6959,Masculino,41,Branco,Ensino Superior,PA,8,TI,Analista Senior
841,1280,Feminino,30,Branco,Ensino Superior,PR,7,Contabilidade,Analista Senior
842,D990,Masculino,45,Pardo,Ensino Superior,AM,4,Marketing,Analista Junior
843,5495,Masculino,18,Branco,Doutorado,TO,,Marketing,Analista Pleno
844,B99A,Feminino,35,Pardo,Ensino Superior,AM,3,Operacoes,Analista Pleno
845,DF07,Feminino,35,Branco,Ensino Superior,MG,11,Desenvolvimento de Produtos,Analista Pleno
846,39CB,Feminino,40,Pardo,Ensino Superior,PR,4,Recursos Humanos,Estagiario
847,00C1,Feminino,42,Pardo,Ensino Superior,PR,9,Contabilidade,Analista Pleno
848,9CB0,Feminino,20,Pardo,Ensino Superior,SC,,Operacoes,Analista Pleno
849,7997,Masculino,29,Branco,Ensino Superior,RS,7,Marketing,Estagiario
850,B1F8,Masculino,38,Preto,Pos graduacao,GO,10,Contabilidade,Analista Pleno
851,FAC7,Feminino,22,Pardo,Ensino Superior,CE,,Administrativo,Gerente
852,0254,Masculino,30,Branco,Doutorado,MG,10,Administrativo,Analista Pleno
853,85E4,Masculino,44,Pardo,Ensino Medio,RS,6,Administrativo,Analista Junior
854,0B07,Masculino,41,Pardo,Pos graduacao,CE,4,Administrativo,Gerente
855,172C,Masculino,21,Branco,Doutorado,RS,6,TI,Analista Junior
856,0E43,Masculino,26,Pardo,Ensino Superior,RJ,4,Marketing,Analista Junior
857,FB76,Masculino,28,Branco,Ensino Superior,SP,0,Contabilidade,Analista Junior
858,1B8D,Feminino,38,Branco,Pos graduacao,MT,0,Compras,Analista Senior
859,7432,Masculino,22,Pardo,Ensino Superior,GO,4,Marketing,Analista Junior
860,18A5,Masculino,20,Branco,Ensino Superior,AP,,Marketing,Analista Junior
861,5446,Masculino,19,Branco,Ensino Superior,AC,5,Marketing,Analista Pleno
862,2B9A,Masculino,30,Pardo,Pos graduacao,AP,5,TI,Analista Senior
863,312B,Masculino,22,Branco,Pos graduacao,MA,7,Operacoes,Estagiario
864,9803,Masculino,33,Branco,Ensino Superior,AC,4,Desenvolvimento de Produtos,Estagiario
865,1851,Masculino,27,Pardo,Ensino Medio,RN,0,Marketing,Analista Pleno
866,1359,Feminino,35,Branco,Mestrado,AP,5,Marketing,Analista Pleno
867,4D10,Feminino,21,Branco,Ensino Superior,RS,2,TI,Analista Junior
868,A520,Masculino,33,Pardo,Pos graduacao,AL,8,Recursos Humanos,Estagiario
869,8EF8,Masculino,34,Branco,Ensino Superior,PI,5,Compras,Analista Junior
870,7F20,Masculino,29,Pardo,Mestrado,AC,6,Compras,Gerente
871,DE8E,Masculino,25,Pardo,Ensino Superior,AM,6,TI,Gerente
872,A391,Masculino,20,Branco,Ensino Superior,SP,,Recursos Humanos,Analista Junior
873,36CC,Masculino,19,Pardo,Ensino Superior,CE,,Contabilidade,Analista Pleno
874,8C50,Feminino,28,Branco,Ensino Superior,PA,7,TI,Analista Pleno
875,552D,Feminino,21,Branco,Pos graduacao,DF,3,Contabilidade,Analista Junior
876,0B8E,Masculino,40,Branco,Ensino Superior,MG,2,Marketing,Gerente
877,B255,Masculino,23,Pardo,Doutorado,MT,4,Administrativo,Gerente
878,6F4C,Masculino,35,Pardo,Ensino Superior,RR,10,Desenvolvimento de Produtos,Analista Junior
879,9038,Masculino,33,Branco,Ensino Superior,MG,3,TI,Analista Junior
880,4F44,Masculino,26,Pardo,Pos graduacao,PR,8,Marketing,Analista Pleno
881,62BC,Masculino,44,Pardo,Ensino Superior,SE,15,Contabilidade,Analista Junior
882,1CB9,Masculino,25,Preto,Ensino Superior,RJ,5,Marketing,Analista Junior
883,9269,Masculino,23,Branco,Ensino Superior,BA,1,Marketing,Analista Junior
884,BC8F,Feminino,23,Branco,Ensino Superior,SP,5,Operacoes,Estagiario
885,11A3,Feminino,26,Pardo,Mestrado,SC,6,Operacoes,Analista Senior
886,A37A,Masculino,37,Branco,Ensino Superior,GO,8,Contabilidade,Gerente
887,BA3D,Masculino,31,Pardo,Pos graduacao,GO,2,Contabilidade,Gerente
888,1D7D,Masculino,33,Pardo,Mestrado,RS,6,Operacoes,Analista Junior
889,49B8,Masculino,50,Branco,Ensino Superior,RN,8,Administrativo,Analista Pleno
890,EAE2,Masculino,27,Pardo,Pos graduacao,RJ,9,Vendas,Analista Pleno
891,DFEF,Masculino,32,Pardo,Ensino Superior,PE,8,Contabilidade,Analista Junior
892,30D5,Masculino,32,Pardo,Ensino Superior,SC,10,TI,Analista Senior
893,EA69,Masculino,20,Pardo,Ensino Superior,MG,6,Recursos Humanos,Analista Senior
894,77C8,Masculino,41,Branco,Ensino Superior,AM,7,Administrativo,Gerente
895,628F,Masculino,34,Preto,Mestrado,MG,,Contabilidade,Estagiario
896,54C2,Masculino,24,Pardo,Pos graduacao,MG,7,Administrativo,Analista Pleno
897,F278,Masculino,31,Pardo,Ensino Superior,MA,0,Contabilidade,Analista Senior
898,6060,Masculino,40,Branco,Ensino Superior,AP,1,Contabilidade,Analista Pleno
899,6A06,Feminino,19,Pardo,Mestrado,RS,,Desenvolvimento de Produtos,Analista Senior
900,ADCE,Feminino,26,Branco,Ensino Superior,RO,6,Vendas,Estagiario
901,5D0F,Feminino,40,Branco,Mestrado,RJ,5,Vendas,Analista Pleno
902,36A0,Feminino,33,Preto,Pos graduacao,PE,11,Administrativo,Analista Pleno
903,5361,Feminino,24,Pardo,Ensino Superior,DF,4,Contabilidade,Analista Pleno
904,3DCD,Feminino,28,Pardo,Mestrado,RR,2,Operacoes,Gerente
905,2DD1,Masculino,32,Pardo,Mestrado,PR,8,TI,Analista Junior
906,945A,Masculino,45,Pardo,Mestrado,SE,6,Recursos Humanos,Gerente
907,B10D,Masculino,19,Branco,Ensino Medio,SP,3,Vendas,Analista Pleno
908,AA18,Masculino,30,Pardo,Ensino Superior,RS,10,Desenvolvimento de Produtos,Analista Senior
909,294E,Masculino,39,Pardo,Ensino Medio,RR,4,Vendas,Gerente
910,2146,Feminino,22,Branco,Ensino Superior,PB,,TI,Analista Senior
911,4A4E,Masculino,21,Pardo,Doutorado,PI,7,Desenvolvimento de Produtos,Analista Senior
912,4522,Masculino,39,Branco,Ensino Superior,PA,4,Recursos Humanos,Gerente
913,5DD8,Feminino,45,Pardo,Ensino Superior,PE,,Contabilidade,Analista Senior
914,7929,Masculino,33,Preto,Ensino Superior,MG,4,Vendas,Analista Senior
915,B664,Feminino,46,Preto,Mestrado,SP,2,Desenvolvimento de Produtos,Analista Junior
916,1781,Feminino,34,Pardo,Ensino Medio,PR,,Recursos Humanos,Analista Pleno
917,52A0,Masculino,18,Pardo,Mestrado,PB,,Desenvolvimento de Produtos,Analista Junior
918,0D9A,Masculino,36,Branco,Ensino Superior,RS,6,Vendas,Analista Pleno
919,DA61,Masculino,36,Branco,Ensino Superior,MA,10,Vendas,Analista Pleno
920,ACAE,Masculino,32,Pardo,Ensino Medio,SP,10,Contabilidade,Analista Senior
921,BBF8,Masculino,45,Branco,Pos graduacao,PR,5,Operacoes,Estagiario
922,56D2,Feminino,38,Branco,Ensino Superior,RJ,3,TI,Analista Junior
923,B01D,Masculino,24,Branco,Ensino Superior,PA,1,Vendas,Analista Senior
924,E36F,Masculino,24,Branco,Ensino Superior,GO,9,Vendas,Analista Junior
925,542D,Feminino,35,Branco,Doutorado,RJ,5,Compras,Analista Junior
926,6666,Feminino,33,Pardo,Ensino Superior,RN,7,Vendas,Analista Pleno
927,392F,Masculino,30,Pardo,Ensino Superior,RO,5,Marketing,Analista Pleno
928,9AAD,Masculino,32,Branco,Ensino Superior,PR,4,Administrativo,Gerente
929,CD68,Masculino,25,Branco,Ensino Superior,MG,7,TI,Analista Pleno
930,3739,Feminino,39,Pardo,Ensino Superior,AC,7,TI,Analista Junior
931,F4D7,Masculino,23,Branco,Ensino Superior,ES,7,TI,Diretor
932,BA03,Masculino,23,Pardo,Ensino Superior,MT,8,TI,Analista Pleno
933,1CFE,Masculino,27,Preto,Ensino Superior,DF,0,Contabilidade,Analista Junior
934,30DA,Masculino,24,Branco,Pos graduacao,SP,3,Desenvolvimento de Produtos,Estagiario
935,AC9C,Masculino,27,Pardo,Pos graduacao,PR,10,TI,Analista Junior
936,9036,Feminino,35,Pardo,Ensino Superior,MA,3,Contabilidade,Analista Pleno
937,4024,Masculino,38,Branco,Ensino Superior,SP,4,Recursos Humanos,Estagiario
938,5AE4,Feminino,21,Pardo,Ensino Superior,RN,2,Desenvolvimento de Produtos,Analista Senior
939,3AE0,Feminino,27,Branco,Pos graduacao,SE,5,Administrativo,Analista Pleno
940,1B8F,Masculino,20,Branco,Pos graduacao,RO,0,Recursos Humanos,Analista Pleno
941,27BA,Masculino,39,Pardo,Doutorado,SP,1,Desenvolvimento de Produtos,Analista Senior
942,02F2,Masculino,43,Pardo,Ensino Superior,RS,4,Marketing,Analista Senior
943,3D03,Masculino,21,Branco,Ensino Superior,RJ,3,Administrativo,Gerente
944,2540,Feminino,33,Pardo,Pos graduacao,SP,9,Vendas,Analista Junior
945,4DAB,Masculino,22,Pardo,Ensino Superior,AL,4,Vendas,Analista Junior
946,8905,Masculino,19,Pardo,Pos graduacao,BA,3,Contabilidade,Analista Senior
947,B60C,Masculino,38,Branco,Pos graduacao,MS,13,Desenvolvimento de Produtos,Analista Pleno
948,9F53,Masculino,39,Pardo,Ensino Superior,SC,7,Compras,Estagiario
949,F08C,Masculino,34,Pardo,Ensino Superior,SC,0,Vendas,Analista Junior
950,4708,Feminino,20,Branco,Pos graduacao,PR,2,Recursos Humanos,Analista Senior
951,618E,Masculino,21,Pardo,Ensino Superior,PE,6,Compras,Gerente
952,3243,Masculino,37,Pardo,Ensino Superior,RS,1,Administrativo,Analista Junior
953,C0D6,Feminino,28,Pardo,Ensino Superior,SC,6,TI,Analista Junior
954,B611,Masculino,28,Branco,Ensino Superior,SC,3,Operacoes,Analista Pleno
955,AFDB,Masculino,31,Pardo,Ensino Superior,AL,10,Marketing,Analista Junior
956,7698,Masculino,47,Pardo,Ensino Superior,BA,9,Operacoes,Estagiario
957,1F48,Feminino,45,Amarelo,Ensino Superior,SC,7,Marketing,Analista Junior
958,E62B,Masculino,29,Pardo,Pos graduacao,MT,3,Contabilidade,Analista Senior
959,A5B4,Masculino,45,Pardo,Pos graduacao,SE,4,Marketing,Analista Senior
960,16D8,Masculino,38,Pardo,Ensino Superior,RS,9,Contabilidade,Analista Senior
961,8F35,Feminino,33,Pardo,Ensino Superior,RO,3,Operacoes,Analista Pleno
962,F027,Feminino,18,Branco,Ensino Superior,DF,,TI,Gerente
963,2241,Masculino,26,Branco,Ensino Superior,SP,3,Marketing,Analista Pleno
964,CFE9,Masculino,24,Branco,Ensino Medio,AC,8,Recursos Humanos,Gerente
965,6CC1,Feminino,33,Branco,Ensino Superior,AP,3,Administrativo,Estagiario
966,FCAB,Masculino,28,Pardo,Mestrado,GO,5,Compras,Gerente
967,7934,Masculino,22,Branco,Ensino Superior,PR,5,Vendas,Analista Junior
968,02F8,Masculino,32,Branco,Pos graduacao,PR,12,TI,Analista Pleno
969,698E,Feminino,49,Branco,Ensino Superior,PA,6,Marketing,Analista Pleno
970,8943,Feminino,18,Branco,Mestrado,TO,4,Administrativo,Gerente
971,5E5E,Masculino,22,Pardo,Pos graduacao,SP,3,Vendas,Analista Junior
972,4E9F,Feminino,31,Branco,Ensino Superior,RR,8,Marketing,Estagiario
973,E73D,Masculino,27,Branco,Ensino Superior,SC,7,Marketing,Analista Junior
974,18B9,Feminino,33,Branco,Ensino Superior,SP,2,Administrativo,Analista Senior
975,4763,Masculino,44,Preto,Ensino Superior,MT,5,Vendas,Gerente
976,1587,Masculino,31,Pardo,Ensino Superior,SC,2,Marketing,Analista Senior
977,4DAF,Masculino,31,Pardo,Ensino Superior,AL,1,Contabilidade,Analista Pleno
978,CB7C,Feminino,29,Pardo,Ensino Superior,CE,4,Recursos Humanos,Gerente
979,83CB,Feminino,36,Pardo,Ensino Superior,RR,5,Vendas,Analista Junior
980,4E90,Feminino,35,Branco,Ensino Superior,SE,6,Compras,Analista Pleno
981,CCA9,Masculino,44,Branco,Ensino Superior,GO,7,Compras,Analista Senior
982,9CE2,Feminino,22,Branco,Pos graduacao,MT,5,Administrativo,Analista Junior
983,30C4,Masculino,25,Branco,Ensino Superior,AC,7,Compras,Analista Senior
984,51A5,Masculino,21,Branco,Pos graduacao,SP,2,Marketing,Estagiario
985,2C46,Masculino,34,Pardo,Ensino Superior,SP,2,TI,Analista Junior
986,94AC,Masculino,42,Pardo,Ensino Superior,MG,6,Administrativo,Analista Junior
987,AE8F,Feminino,25,Branco,Mestrado,SP,5,Contabilidade,Analista Junior
988,14C3,Masculino,34,Pardo,Pos graduacao,MA,8,Contabilidade,Analista Senior
989,F557,Feminino,33,Branco,Mestrado,SP,5,Recursos Humanos,Analista Junior
990,9B5B,Masculino,29,Pardo,Mestrado,MG,8,Desenvolvimento de Produtos,Analista Pleno
991,8B6D,Masculino,29,Pardo,Ensino Superior,MG,5,Marketing,Analista Pleno
992,11F5,Feminino,24,Pardo,Mestrado,DF,2,Operacoes,Analista Pleno
993,2E7F,Masculino,20,Branco,Mestrado,MA,4,Contabilidade,Gerente
994,0184,Masculino,34,Branco,Pos graduacao,AL,7,Vendas,Analista Senior
995,973D,Feminino,28,Preto,Ensino Superior,RS,5,Operacoes,Analista Senior
996,5A9D,Masculino,27,Branco,Ensino Superior,RJ,7,Compras,Analista Junior
997,BBF5,Feminino,30,Branco,Pos graduacao,PR,6,Desenvolvimento de Produtos,Estagiario
998,2ACD,Masculino,26,Branco,Mestrado,MA,0,Operacoes,Analista Junior
999,5567,Masculino,26,Branco,Pos graduacao,SP,10,TI,Analista Senior
1000,586E,Feminino,39,Pardo,Ensino Superior,TO,9,Vendas,Analista Junior
1001,38E2,Feminino,30,Pardo,Pos graduacao,AM,5,Administrativo,Analista Junior
1002,D235,Masculino,39,Branco,Ensino Superior,MS,,Vendas,Analista Junior
1003,4242,Masculino,40,Branco,Ensino Superior,AP,1,Administrativo,Gerente
1004,3547,Masculino,35,Pardo,Doutorado,AC,0,Desenvolvimento de Produtos,Analista Junior
1005,38ED,Masculino,32,Preto,Ensino Superior,PI,8,Administrativo,Analista Junior
1006,154C,Feminino,19,Pardo,Doutorado,SE,4,Administrativo,Gerente
1007,C1A0,Masculino,28,Branco,Mestrado,MG,8,TI,Gerente
1008,00BF,Feminino,37,Branco,Ensino Superior,PR,7,Vendas,Analista Senior
1009,8CBB,Masculino,26,Branco,Ensino Superior,AL,8,Marketing,Analista Senior
1010,98CC,Masculino,33,Pardo,Pos graduacao,MG,7,Contabilidade,Analista Pleno
1011,B9C9,Masculino,30,Pardo,Ensino Medio,SP,11,Contabilidade,Analista Junior
1012,D07B,Feminino,19,Pardo,Pos graduacao,MT,,Operacoes,Analista Junior
1013,C907,Masculino,22,Preto,Ensino Superior,RO,,Administrativo,Analista Junior
1014,952A,Masculino,34,Pardo,Ensino Superior,DF,4,Marketing,Analista Junior
1015,BB0E,Masculino,23,Pardo,Ensino Superior,AL,,Desenvolvimento de Produtos,Gerente
1016,84C2,Masculino,32,Branco,Ensino Superior,PR,4,Contabilidade,Analista Pleno
1017,D5CE,Feminino,30,Branco,Ensino Superior,RS,3,Recursos Humanos,Analista Senior
1018,46AF,Feminino,31,Branco,Ensino Superior,RR,9,Recursos Humanos,Analista Junior
1019,2448,Masculino,35,Branco,Ensino Superior,BA,3,Operacoes,Analista Junior
1020,8085,Feminino,32,Pardo,Ensino Superior,SP,6,Recursos Humanos,gerente
1021,A76C,Masculino,46,Pardo,Pos graduacao,RJ,7,Marketing,Gerente
1022,E5A4,Masculino,34,Branco,Mestrado,RJ,3,Compras,Gerente
1023,9504,Masculino,42,Branco,Ensino Superior,SC,8,Compras,Analista Junior
1024,3792,Masculino,22,Pardo,Ensino Medio,MG,3,Marketing,Estagiario
1025,2067,Masculino,32,Preto,Ensino Superior,PE,1,Desenvolvimento de Produtos,Analista Junior
1026,4E8D,Masculino,33,Pardo,Ensino Medio,RJ,3,Recursos Humanos,Analista Senior
1027,0547,Masculino,34,Branco,Pos graduacao,AL,6,Operacoes,Analista Senior
1028,16FA,Masculino,35,Branco,Pos graduacao,PI,7,Vendas,Analista Pleno
1029,3637,Feminino,30,Pardo,Ensino Superior,SE,6,Recursos Humanos,Analista Pleno
1030,2596,Masculino,27,Pardo,Mestrado,RJ,10,Contabilidade,Gerente
1031,6B9F,Masculino,33,Branco,Ensino Superior,SP,3,TI,Gerente
1032,F89C,Masculino,35,Branco,Ensino Superior,BA,7,Recursos Humanos,Analista Pleno
1033,FC81,Feminino,20,Pardo,Ensino Medio,RN,5,Vendas,Analista Pleno
1034,169B,Masculino,33,Pardo,Pos graduacao,SE,6,Compras,Analista Senior
1035,9330,Masculino,34,Branco,Ensino Superior,SP,3,Recursos Humanos,Gerente
1036,C17D,Masculino,38,Preto,Ensino Superior,GO,2,Contabilidade,Analista Pleno
1037,42E1,Feminino,24,Pardo,Ensino Superior,MG,8,Contabilidade,Analista Junior
1038,864A,Feminino,31,Pardo,Doutorado,SP,4,Desenvolvimento de Produtos,Gerente
1039,CF24,Masculino,25,Pardo,Pos graduacao,DF,8,Administrativo,Analista Pleno
1040,5D64,Feminino,31,Branco,Mestrado,TO,5,Vendas,Gerente
1041,ABF9,Feminino,31,Branco,Ensino Superior,SP,5,Recursos Humanos,Analista Senior
1042,D0AD,Feminino,33,Pardo,Ensino Superior,CE,8,Contabilidade,Analista Junior
1043,B11C,Masculino,57,Pardo,Ensino Superior,PI,4,Operacoes,Analista Junior
1044,CA76,Masculino,24,Branco,Pos graduacao,RJ,6,Contabilidade,Analista Pleno
1045,74D8,Masculino,19,Branco,Ensino Superior,PR,5,Desenvolvimento de Produtos,Analista Junior
1046,5163,Masculino,19,Pardo,Doutorado,RJ,,Marketing,Estagiario
1047,D5DE,Masculino,42,Pardo,Ensino Medio,SE,5,Marketing,Analista Pleno
1048,E814,Masculino,33,Branco,Ensino Superior,DF,2,Recursos Humanos,Gerente
1049,3B2C,Masculino,37,Pardo,Mestrado,MG,,Administrativo,Analista Junior
1050,4F9F,Masculino,28,Branco,Ensino Superior,ES,3,Vendas,Analista Senior
1051,9075,Masculino,23,Pardo,Ensino Superior,MT,3,Operacoes,Analista Pleno
1052,DBB7,Masculino,30,Preto,Ensino Superior,MS,3,Compras,Analista Pleno
1053,CDF0,Masculino,28,Pardo,Ensino Superior,RS,4,Vendas,Analista Junior
1054,0B8B,Feminino,38,Preto,Pos graduacao,PI,7,Marketing,Analista Junior
1055,B4AC,Masculino,33,Branco,Mestrado,PR,11,Compras,Analista Junior
1056,48CF,Masculino,29,Preto,Pos graduacao,MT,6,Administrativo,Analista Senior
1057,B6DD,Masculino,,Pardo,Ensino Superior,RR,7,Vendas,Analista Pleno
1058,D3BF,Masculino,22,Branco,Ensino Superior,MA,5,Vendas,Analista Junior
1059,A0F8,Feminino,35,Preto,Pos graduacao,PR,4,Operacoes,Analista Senior
1060,08A4,Feminino,39,Pardo,Ensino Superior,PA,5,Vendas,Analista Senior
1061,68EF,Feminino,29,Branco,Pos graduacao,SC,9,Compras,Gerente
1062,AE38,Masculino,26,Pardo,Ensino Superior,RR,6,Desenvolvimento de Produtos,Analista Pleno
1063,3C0C,Masculino,28,Pardo,Ensino Superior,RJ,3,Administrativo,Analista Junior
1064,083B,Feminino,47,Branco,Mestrado,RR,7,Administrativo,Analista Senior
1065,D48F,Masculino,,Pardo,Ensino Superior,PB,7,Contabilidade,Analista Pleno
1066,3B42,Masculino,29,Branco,Ensino Medio,PR,6,Administrativo,Analista Pleno
1067,F796,Masculino,36,Pardo,Ensino Superior,DF,9,TI,Analista Senior
1068,8925,Masculino,41,Pardo,Ensino Superior,BA,4,Contabilidade,Analista Pleno
1069,7C6D,Masculino,27,Branco,Ensino Superior,GO,9,Vendas,Analista Junior
1070,2667,Masculino,24,Branco,Doutorado,MT,6,Vendas,Analista Senior
1071,0399,Masculino,25,Pardo,Ensino Superior,SP,8,Contabilidade,Analista Pleno
1072,586C,Masculino,49,Branco,Pos graduacao,BA,1,TI,Estagiario
1073,199A,Masculino,19,Branco,Pos graduacao,RN,,Recursos Humanos,Analista Senior
1074,7746,Masculino,23,Branco,Ensino Medio,SP,6,TI,Analista Junior
1075,8772,Feminino,38,Preto,Pos graduacao,RJ,3,Recursos Humanos,Analista Senior
1076,F240,Feminino,29,Branco,Ensino Superior,SE,9,Marketing,Gerente
1077,DBFA,Feminino,39,Branco,Pos graduacao,SP,7,Administrativo,Estagiario
1078,F922,Masculino,28,Pardo,Ensino Superior,GO,8,Desenvolvimento de Produtos,Analista Pleno
1079,C2EA,Masculino,38,Preto,Ensino Superior,MG,7,Contabilidade,Gerente
1080,D73B,Masculino,19,Branco,Mestrado,DF,4,Vendas,Analista Senior
1081,128D,Feminino,34,Pardo,Ensino Superior,RO,4,Contabilidade,Analista Pleno
1082,C003,Masculino,33,Pardo,Ensino Superior,DF,1,Administrativo,Analista Pleno
1083,5A3A,Feminino,40,Pardo,Ensino Superior,RJ,4,Desenvolvimento de Produtos,Analista Junior
1084,7732,Masculino,47,Preto,Pos graduacao,PR,8,Recursos Humanos,Analista Pleno
1085,F75D,Masculino,20,Branco,Ensino Superior,MT,,Contabilidade,Analista Junior
1086,6DA6,Masculino,33,Preto,Ensino Superior,PR,3,Desenvolvimento de Produtos,Analista Junior
1087,D009,Feminino,35,Pardo,Ensino Superior,RJ,3,Desenvolvimento de Produtos,Analista Pleno
1088,D6E4,Masculino,32,Branco,Ensino Superior,MS,9,Administrativo,Estagiario
1089,8962,Masculino,20,Pardo,Ensino Superior,PR,3,Desenvolvimento de Produtos,Analista Junior
1090,32E0,Masculino,26,Preto,Ensino Superior,AC,1,Administrativo,Analista Pleno
1091,B0CF,Masculino,33,Pardo,Pos graduacao,MG,4,Operacoes,Gerente
1092,5936,Masculino,38,Branco,Ensino Superior,AP,9,Recursos Humanos,Gerente
1093,02F8,Masculino,52,Pardo,Ensino Medio,DF,4,Recursos Humanos,Estagiario
1094,3BA2,Masculino,22,Branco,Doutorado,GO,6,Vendas,Estagiario
1095,6915,Masculino,28,Branco,Ensino Superior,BA,5,Marketing,Analista Junior
1096,4B82,Masculino,24,Branco,Doutorado,SP,3,Administrativo,Analista Senior
1097,B184,Masculino,37,Pardo,Mestrado,GO,,Administrativo,Estagiario
1098,4108,Masculino,25,Pardo,Pos graduacao,RN,1,Marketing,Analista Pleno
1099,EAE4,Feminino,28,Pardo,Ensino Superior,PE,5,TI,Analista Pleno
1100,9779,Masculino,55,Pardo,Ensino Superior,RR,3,Desenvolvimento de Produtos,Analista Junior
1101,283F,Masculino,19,Pardo,Mestrado,PA,4,Recursos Humanos,Analista Senior
1102,A9D7,Masculino,29,Branco,Pos graduacao,SP,0,TI,Analista Senior
1103,4D2E,Masculino,34,Pardo,Ensino Superior,SP,8,Marketing,Analista Senior
1104,C7E5,Masculino,31,Pardo,Ensino Superior,RS,3,Recursos Humanos,Analista Senior
1105,4C69,Masculino,48,Preto,Pos graduacao,MG,7,Marketing,Gerente
1106,25BF,Masculino,18,Pardo,Ensino Superior,SP,,Desenvolvimento de Produtos,Analista Pleno
1107,4263,Feminino,19,Amarelo,Ensino Medio,PE,5,Administrativo,Analista Pleno
1108,5775,Masculino,42,Preto,Ensino Superior,AM,7,Contabilidade,Analista Pleno
1109,B553,Masculino,21,Pardo,Mestrado,AP,,Operacoes,Estagiario
1110,9236,Feminino,36,Pardo,Doutorado,RS,7,Contabilidade,Analista Junior
1111,4D11,Masculino,26,Branco,Ensino Superior,RJ,4,Desenvolvimento de Produtos,Analista Junior
1112,156B,Masculino,40,Branco,Ensino Superior,PE,7,Operacoes,Analista Pleno
1113,899C,Masculino,25,Preto,Mestrado,MT,8,Compras,Gerente
1114,606A,Masculino,,Pardo,Ensino Superior,SC,4,TI,Analista Pleno
1115,9491,Feminino,29,Pardo,Ensino Superior,CE,4,Desenvolvimento de Produtos,Analista Senior
1116,A2F0,Masculino,29,Branco,Ensino Superior,RJ,8,Marketing,Analista Pleno
1117,1CEF,Feminino,33,Branco,Ensino Superior,SP,9,Contabilidade,Analista Junior
1118,2AB0,Masculino,31,Preto,Ensino Superior,PI,5,Contabilidade,Analista Junior
1119,511F,Masculino,24,Pardo,Ensino Superior,CE,7,Recursos Humanos,Gerente
1120,783F,Masculino,40,Pardo,Ensino Superior,MG,6,Marketing,Estagiario
1121,0373,Masculino,31,Branco,Pos graduacao,AC,6,Desenvolvimento de Produtos,Analista Senior
1122,7B07,Feminino,25,Pardo,Ensino Medio,GO,7,Compras,Analista Junior
1123,1858,Masculino,45,Branco,Ensino Superior,MS,5,TI,Analista Pleno
1124,32F1,Feminino,42,Pardo,Ensino Superior,SE,5,Desenvolvimento de Produtos,Analista Pleno
1125,E3A8,Feminino,31,Pardo,Pos graduacao,SP,3,Contabilidade,Analista Pleno
1126,5B4A,Masculino,21,Pardo,Pos graduacao,MT,,Administrativo,Analista Junior
1127,E476,Feminino,30,Pardo,Mestrado,RS,9,Desenvolvimento de Produtos,Analista Junior
1128,0C71,Masculino,25,Pardo,Ensino Superior,SE,7,Vendas,Estagiario
1129,B638,Feminino,35,Pardo,Ensino Superior,RR,0,Desenvolvimento de Produtos,Estagiario
1130,AB06,Feminino,28,Branco,Ensino Medio,RJ,11,Desenvolvimento de Produtos,Estagiario
1131,E2FD,Feminino,28,Branco,Pos graduacao,MG,7,Recursos Humanos,Diretor
1132,D41E,Masculino,28,Branco,Ensino Superior,AL,6,TI,Analista Pleno
1133,491E,Feminino,33,Branco,Ensino Superior,RO,7,Operacoes,Analista Senior
1134,C236,Masculino,22,Branco,Ensino Superior,SC,5,Administrativo,Analista Junior
1135,CDC9,Feminino,32,Branco,Doutorado,SP,4,Contabilidade,Analista Junior
1136,76EF,Masculino,39,Pardo,Pos graduacao,RJ,5,Operacoes,Estagiario
1137,BE08,Masculino,20,Pardo,Ensino Superior,MT,3,Recursos Humanos,Analista Junior
1138,ACE2,Masculino,20,Branco,Ensino Superior,PB,3,Recursos Humanos,Analista Junior
1139,9140,Masculino,38,Pardo,Ensino Superior,SC,5,Desenvolvimento de Produtos,Gerente
1140,3B01,Feminino,37,Branco,Ensino Superior,AM,8,TI,Analista Junior
1141,BA3C,Feminino,22,Branco,Ensino Superior,AC,8,Marketing,Gerente
1142,D6FF,Masculino,34,Pardo,Ensino Superior,RO,1,Vendas,Analista Pleno
1143,6CAD,Masculino,20,Branco,Ensino Superior,SP,,Compras,Analista Senior
1144,79BE,Masculino,39,Branco,Mestrado,SP,8,Vendas,Gerente
1145,5141,Feminino,41,Branco,Mestrado,PB,9,Administrativo,Analista Junior
1146,FC54,Feminino,22,Branco,Ensino Superior,PR,1,Administrativo,Estagiario
1147,40D0,Feminino,36,Preto,Pos graduacao,RJ,12,Marketing,Gerente
1148,86C9,Masculino,22,Branco,Ensino Superior,RJ,4,Compras,Analista Junior
1149,1EE1,Masculino,39,Preto,Ensino Superior,RJ,5,Marketing,Analista Senior
